****Dialogues from script :10_things_i_hate_about_you.txt****

rider		Hey -- sorry.
oz		Onions?
heather		What?
oz		You want onions?
heather		Oh, yeah.  So what're you gonna major in?
oz		Well, State's got a good business school.  And I can probably walk onto the lacrosse team.  Green peppers?
heather		Yeah.  So wow, you've got it figured out.
oz		 Well, I mean, business is okay, and lacrosse is awesome, but what am I gonna be, a pro lacrosse player?  I really have no idea.
heather		Oh thank God, I thought I was the only one.
oz		Well, you're not.  Oil and vinegar?
heather		Yeah.  You know, people are always like, "What're you gonna major in?" And I don't know.  And they're like, "You'll figure it out."  Yeah?  When?
oz		I know.  Salt and pepper?
heather		Sure.
oz		You -- oh, you mean -- yeah, East Lansing and Ann Arbor.
heather		 ...yeah.
oz		Wanna swap your chips for cookies?
stifler		You gotta be fucking kidding.
stifler		FINCH?  SHITBREAK?!!
kevin		Hey...what was that all about?
kevin		Right, and who told you that?
jessica		No comment.
kevin		No comment?!  Are you kidding me?! I've never seen someone's image change so...so drastically!
jessica		Thanks.  It was my idea.
kevin		Did you guys hook up or something?
jessica		Are you kidding?  No.
kevin		Then what the hell are you talking about?
jessica		Well...I guess it's okay for me to tell you now.  That reputation of his isn't going anywhere.  Finch comes to me and says, "Jessica, I need help with this, blah blah, etcetera."  So I told him, pay me two- hundred bucks, and I'll tell a couple girls that you're dynamite in bed.  So he did, and I did.
kevin		I don't get it, that really works?
jessica		Duh.  Of course.  Naturally, I embellished a little bit.  Hey, did you hear that Finch had sex with an older woman?
oz		 ...I needed the shelter of someone's arms...there you were -- woo-hoo- hoo...
stifler		Oh my fucking God.  You're gay.
oz		 Come on, you know the words, sing along.
stifler		No thanks, you've been singing that shit all week.  If you try that at MSU this Saturday, I'm pretending I don't know you.
oz		Our last game is this Saturday.
stifler		No shit.
oz		...I've got this lacrosse game.  It's really important, it's our last game. And you know, Central almost beat us last time, so I really want to kick their ass, and it's like cool because we're gonna get to play at State, which means that after the game I might be able to stop by...
heather		 You can't sing at the competition.
oz		I'm sorry, I totally spaced.  I just...I didn't realize it...
heather		 ...it's okay, you should do whatever makes you happy.
oz		Alright...yeah...thanks for understanding.  So I guess...I'll see you later.
stifler		Kevin!  You seen Shitbreak lately?
kevin		 Oh no, Stifler, what did you do?
stifler		Me?  Nothing.  I'm the one whose ass he kicked.  I'll tell you one thing, though.  I don't think he's gonna have a problem shitting in school anymore.
kevin		Finch!  Get to the bathroom!  Now!
finch		Easy, tiger.  What's in there?
kevin		Just go!
finch		Why is this?
kevin		You're gonna shit your pants!
finch		Charming.
kevin		Finch, listen -- Stifler slipped some sort of laxative in your Mocash-chino or whatever.  It's fast acting.  I mean really fast.
finch		First of all, it's Mochaccino, and secondly...Oohhhh!
stifler		This way, sit.
finch		Come on come on come on...
finch		Aaaaaaarrrgghhhh!
albert		No problemo.
coach marshall		Alright!  Good hustle, guys, but we can still lose.  You all saw what happened to Oz out there.  I don't ever want to see you guys thinking you're gonna score.  You don't score until you score, period.
albert		Focus on the music.  Think melody. Let the music be my guide.
heather		That would be a start.
coach marshall		It all boils down to today.  For you seniors, this marks the culmination of your past four years.  Think of what that means to you.  Are you guys gonna look back on your days at East and know that you made the most of the time you had?
oz		Good luck, guys.
coach marshall		Christ!  I didn't say you were out of the game!
oz		Sorry, coach.
coach marshall		What the fuck is this?  You got someplace more important to be?
oz		Yeah.
albert		-- Oh, great.
heather		What about the game?!
oz		I'm not playing.
heather		You're missing the game for us?!
oz		No.  I'm missing the game for you.
jim		Yeeeeeeeaaaawwwwww!
kevin		 You fuckin' rule!
kevin		Hey...
vicky		Did you know that it's...450 miles from Ann Arbor to Nashville?
kevin		It's like a six or seven hour drive. That's easy, I don't mind driving.
vicky		So have I.  And I know you want to make things perfect for me.  And I understand that you really wouldn't tell me that until you were 100% comfortable with it.
kevin		Yeah, we have something great, Vick.
vicky		Kevin...  I want to have sex with you.
kevin		 Now?!
vicky		No...I know the perfect time...
michelle		You know, at band camp?  We have dances like this.  Only they're way funner.  Don't you think prom is just highly overrated?
jim		Highly, highly overrated.
finch		Okay.  I'm here for your dumb...dumb meeting.
sherman		I'm on the offensive, boys.  The Sherman Tank is going back in.
kevin		Alright, how do you guys stand?  Well, Finch, I know where you are, but you can't use that as an excuse.  Jim?
jim		My date's a flute-toting band dork. That answer your question?
kevin		Oz, how about you and Heather?  Now you guys are a couple or something?
oz		 Dammit, Kevin, what's with the attitude?
kevin		Attitude?  Me?  I think that you guys should be more enthusiastic.  Shit, we've been trying to get laid forever, and tonight's the night we've been waiting for.  We're in this together. Don't back out on me now!
jim		Back out?  You don't need us to get laid.  You afraid or something?
kevin		No, but come on guys, we made a pact!
oz		Kevin, it was just a --
kevin		It was a pact.  You break it and there are no excuses.  You guys have to --
jim		 I don't have to do shit!  Forget it already!
finch		At least I learned how to shit in school.
jessica		Hey, Finch.  Wanna dance?
finch		How come you have no date?
jessica		I like to keep my options open.  And let me just clarify that you have no chance of scoring with me, Finch.
finch		No, of course not, don't be ridiculous.
vicky		So, I guess you and Sherman are pretty close.  You met at that party a while back?
central girl		Yeah, we were up the whole night together.  We had one of those amazingly deep conversations, where you really feel like you get to know someone.
vicky		 "Deep conversation," huh?  Is that what you guys call it?
central girl		What else would I call it?
central girl		Excuse me, everyone, sorry to interrupt.
oz		...Guess what?
kevin		I don't care.
jim		Kevin, come on, the bus to Stifler's is gonna be here soon.
kevin		I'm not going.
oz		I still think you're okay.
jim		So do I, Kev.
finch		Me too.  For the most part.
kevin		Nah.  Fuck, you guys are right, I don't know what I'm doing.  I mean I'm acting like I've got it all together tonight.  But I know Vicky is gonna ask me if I love her.  And I don't know what I'm gonna say.  So now it's like, maybe I'll just wimp out on the whole thing.
jim		Come on man.  Tonight is the night. We're finally going to a post-prom party on the lake.  We've been waiting to do this for the last four years. Why else are we still friends with Stifler?  You gotta go.
oz		And by the way, Sherman didn't even get laid.
kevin		He didn't?
finch		Nope.  He pissed himself.
jim		There it is.  I want to grab my bag. Oh, and my date.
oz		Come on, Kevin.  Vicky's looking for you.
jim		Stifler's mom got it in the divorce.
michelle		It reminds me of this one time --  Hey, can I ask you a question?  How come you don't have any stories?  I've got lots of stories, and you don't have any.
jim		Oh, I've got stories, believe me. They're a little more risque than tales of Band Camp.
michelle		Are they gross or something, like guy stuff?  Tell me.
jim		Okay.  You want a story?  Here's a story.  Stifler finds this beer, right?  And...
kevin		See -- this is the nicest room.
vicky		Wow, Kev...it's perfect.
stifler's brother		You guys are gonna fuck, aren't you!?
kevin		No!  Get out of here!
stifler's brother		 Fuckers fuckers fuckers fuckers!
oz		There's something I've been meaning to tell you, Heather.
heather		What's that?
oz		It's gonna sound really bad, but I want you to know.
heather		This isn't the best way to proposition me.
oz		No, that's not what I mean.  I mean -- look.  You know what made me leave that game?  Coach was giving this speech, about not slacking off when you see the opportunity to score.
heather		This isn't any better, Chris.
oz		No, see Heather, what I realized is that...with you, it's not like I'm running towards the goal, trying to figure out the best way to score.  And this may sound corny, but --
heather		Oz, it's okay, I know.
oz		You called me Oz.
heather		Well, that's what your friends call you.  I mean...I feel like I'm one of your friends now...and also...your girlfriend.
oz		Dieter.  My middle name is Dieter.
heather		Hmm.  You know that's  really a shitty middle name!
oz		 I know, it sucks!
finch		Ah, Stifler's mom!  Thank you for letting us have a great party.
stifler's mom		 As if there were any alternative in the matter.  Are you enjoying yourself?
finch		I'm three sheets to the wind, ma'am!
stifler's mom		 I'm so happy for you.  Takes the edge off, doesn't it?  And where might your date be?
finch		Oh no, no date.  Bathroom incident.
stifler's mom		Pardon me?
finch		...Nevermind.  You have anything to drink?
stifler's mom		I believe the kegs are upstairs.
finch		No, no, that's what the cretins drink. I mean alcohol, liquor -- good stuff.
stifler's mom		All right, I got some scotch.
finch		Single malt?
stifler's mom		Aged eighteen years.  Why don't you get the glasses.  Behind the bar.
michelle		That is a nasty story!
jim		I told you.
michelle		You wanna hear a nasty story of mine? It's kind of sexual.
jim		Yeah, bring it on!
michelle		Well, this one time?  At band camp? We were playing this game, I don't know if you know it?  But it's called spin the bottle?  And I had to kiss this guy named Marc Wander on the lips?  And...
kevin		You comfortable?
vicky		Yeah, are you?
kevin		Yeah.
vicky		You sure you're comfortable?
kevin		Yeah.  Are you sure?
vicky		Yeah.
kevin		Me too.
vicky		Okay.  Did you bring a condom?
kevin		Yeah, right here.
vicky		I don't know.  How do you?
kevin		Like, normal style.  The...missionary position.
vicky		Okay.
kevin		Yeah Vick?
vicky		I want to hear you say it.
kevin		Okay.
vicky		I love you.
oz		I can't think of anything to say that's not cheesy.
heather		Then don't.
vicky		Here.
jim		So, the end of the story is...you had to kiss the guy for twenty seconds?
michelle		Yes!  And he was such a dork!  And everyone laughed at me, but I didn't care?  Because it was so funny!
jim		 Okay, I get it.
michelle		Oh!  And then this one time?  At band camp?  I stuck a flute in my pussy.
jim		...excuse me?!
michelle		What, you think I don't know how to get myself off?  Hell, that's what half of band camp is!  Sex ed!
jim		This'll do.
michelle		Now, I have two rubbers.  Wear them both, it'll desensitize you.  I don't want you coming so damn early.
jim		Why, uh, what makes you think that I --
michelle		Come on.  I saw you on the net.  Why do you think I accepted this date? You're a sure thing!
finch		So...would you object if I said you're quite striking?
stifler's mom		Mister Finch -- are you trying to seduce me?
finch		Yes ma'am, I am.
jim		Hail, hail, to Michigan, the leaders and best!
stifler's brother		That was awesome!
stifler		Ugh...oh no...
jim		She's gone.
kevin		That was a great night.
vicky		Yeah.
kevin		I can't believe we just had our senior prom.
vicky		Yeah, the time went by so fast.
kevin		It did.
vicky		Kevin, next year...with you in Ann Arbor, and me in Nashville...it's not gonna work, is it.
kevin		Don't say that, we can do it somehow. It might not be perfect, but --
vicky		 That's the whole thing, that's what I've been realizing.  That nothing's perfect, that you can't plan everything.
kevin		It is far away...and we'll be on our own...meeting new people...
vicky		I know.  Let's go.  Don't you have something to tell your friends?
kevin		What?
vicky		Your little pact.  Jessica told me all about it.  Way to go, Kev!
kevin		 I guess we'll call you two-ply.
oz		Yeah.  So you want double condiments on that?
jim		No, no that's fine.  So you doing okay?
kevin		 Yeah.
finch		I'll tell you, I've learned one thing: women, like wine, get better with age.  Of course, I have no frame of reference for this comparison.
kevin		So Oz, you almost made it, huh?
oz		 I'll just say that we had a great night together.
jim		Hang in there, buddy, you'll get there.
oz		I know.
kevin		Wow.  You two really have something going, don't you?
oz		I think we're falling in love.
kevin		You know what the coolest thing is? This, right now.
oz		It's true.  I mean, after this, everything'll be different.
jim		After getting laid?
oz		After high school.
kevin		Yeah, but we'll still see each other.
oz		Fuck yeah we will.
kevin		To the next step.
all		To the next step.
kevin		 Hey.  I got another question for you.
jim's dad		 Son.  That's the best damn story I ever heard.
bellboy		 Another bottle?
waiter		 He knows how to treat a woman.
jim		Thanks guys.
nadia		Come back to bed, James.
waiter		 That is one lucky man.
bellboy		 Funny -- I swear I have seen those two somewhere before.  The boy is some sort of dancer.
****Dialogues from script :american_psycho.txt****

price		Jeez. That's not a helluva lot, is it?
bateman		Just...say...no.
courtney		Tell me. Stash...do you think SoHo is becoming to...commercial?
bateman		J&B. Straight.
price		 Jesus. Dorsia? On a Friday night? How'd he swing that?
homeless man		Al.
homeless man		Al.
bateman		There's a quarter. Go buy some gum.
kimball		Just some preliminary questions that I need for my own files, okay?
kimball		You seem...nervous.
bateman		She's from...France.
bateman		I'm looking for...Paul Owen's...place.
****Dialogues from script :american_sniper.txt****

chris kyle		Fucking hot box.
goat		Dirt over here tastes like dog shit.
chris kyle		I guess you'd know.
chris kyle		 I got a military-aged male, on a cell phone, watching the convoy. Over.
chris kyle		 He stepped off.
chris kyle		 Hold up. I got a woman and a kid, 200 yards out, moving toward the convoy.
chris kyle		Her arms aren't swinging. She's carrying something.
chris kyle		She just pulled a grenade. An RKG Russian grenade. I think she gave it to the kid.
chris kyle		You got eyes on this? Can you confirm?
man's voice		Get back here.
wayne		Don't ever leave your gun in the dirt.
chris		Yes, sir.
wayne		Helluva shot, son. You got a gift. You're gonna make a fine hunter someday.
wayne		Everything dies to give life.
chris		Can it see me?
wayne		It's a deer, son.
wayne kyle		 You shot it, you deal with it.
pastor		We don't see with his eyes so we don't know the glory of his plan. Our lives unfold before us like puzzling reflections in a mirror. But on the day we rise, we will see with clarity and understand the mystery of his ways--  JEFF, his reedy little brother, watches Chris slip the Bible in his pocket. Jeff laughs and gets smacked by--  DEBBIE, their mother. She wears big oval glasses and runs a wayward-boys home with that same steady hand.
wayne kyle		Some people prefer to believe that evil doesn't exist in the world, and if it ever darkened their doorstep they wouldn't know how to protect themselves... those are the sheep.
wayne kyle		Now we're not raising any sheep in this family and I will whoop your ass if you turn into a wolf--
debby		Wayne--
wayne		But we take care of our own. And if someone picks a fight with you or bullies your brother, you have my permission to finish it.
chris		The guy was picking on Jeff.
wayne kyle		That true?
jeff		 Yes sir... Yes, he was...
wayne kyle		 And did you finish it?
wayne		Then you know who you are...
jeff		Wasn't nobody there and you come away with a belt buckle too damn big to wear. What you supposed to do with it?
chris		 You're supposed to get laid with it. I'm gonna wear it in and see if it puts Sarah in the mood.
jeff		A strong wind'd put Sarah in the mood.
chris		Is that what they say?
jeff		You know what they called her in high school--
chris		Don't say it.
jeff		Sarah suck-a--
jeff		Shit man--
chris		Who wants to hump a rodeo star?
chris		What the fuck--
sarah		You said you wasn't coming home until tomorrow.
chris		 Why would you do this?
sarah		Just let him out. He didn't know...
chris		 You didn't know?
sarah		What the fuck is wrong with you! What'd you expect? You drag me out here then run off with your damn brother every weekend!
chris		Get out.
sarah		You think you're a cowboy cause you rodeo? You're no cowboy. You're just a lousy ranch-hand and a shitty fuckin lay!
jeff		Some people ain't worth fighting for.
chris		But she was right...
jeff		 A job is a job. At least we're outside.
chris		Jeff, wake up. Look at this--
chris		Look what they did...
chris		I saw what they did, on our soil, and--
navy recruiter		And you're from Texas and you're a patriot so it pissed you off.
chris		Yes, sir. But I can't see myself on a ship. I'd wanna be in the fight--
navy recruiter		You wanna fight? Meet the warrior elite.
chris kyle		SEALs?
navy recruiter		Sea, Air and Land.
chris		I ain't much of a swimmer--
navy recruiter		 This isn't for the faint of heart. Most men wash-out. They quit--
chris		 I'm not most men, sir. I don't quit.
instructor rolle		 You a quitter, boy?
chris kyle		No, sir!
instructor rolle		Bullshit, you are fleet-meat. Don't turn away. Look up and take it. You're old as fuck. Did you join the Navy cause you had such a good time on Noah's Arc? How old are you?
chris		30, sir.
instructor rolle		30! You fart dust and could've fathered half these boys. You think cause you had a pop-gun back in Texas you're cut out to be a SEAL?
chris		No, sir.
instructor rolle		No, you're not cut out to be one?
instructor rolle		What kind of asshole joins the Navy but hates the water.
chris		I love water, hooyah.
instructor rolle		My ass you do.
instructor rolle		Is that you giggling you fat fuck? Look at you. You're so fat they had to baptize you at Sea World. Your momma fat too?
ryan		No sir, she's not.
instructor rolle		Don't lie to me! I bet we could use her panties as a parachute. What the fuck are you doing here fatboy? Do your feet get wet when you shower? When's the last time you saw your pecker? You're not a Seal, you're a fuckin Walrus. A big giggling Walrus. "Biggles" that's your new name--
instructor rolle		--and that's your ticket home. Just drag your jelly-roll ass up and ring it and you'll be headed home to momma Shamu.
instructor rolle		 Did I ask you to count?
chris		No, sir.
instructor rolle		Was that your ass talking then?
instructor rolle		That's a quitter. If he quits here, he'll quit in battle. When shit gets hairy he can't step up. You get shot, he can't pull you out. We're gonna weed out the quitters and see if we can find a warrior or two.
instructor rolle		Wave goodbye to the sun, boys...
chris		--and when I told her the condom broke she started crying and begging me to do something. And I'm a virgin, I don't know what to do, but I'd heard if you pour Coke up there you won't get pregnant--  So we went to 7-11, got a liter of Coke and drove back into the woods. She took her panties off and did a handstand against a tree but when I start pouring, she starts screaming, "it stings, it stings" but when I'd stop, she'd scream "no don't stop" and it's fizzing out and--
dauber		Country is countrywide, sir.
biggles		Hooyah. I'd toss that critter shitter on a baguette and get my eat on.
squirrel		Nuts crawled up inside. The little shits are gone for good.
chris kyle		Dangerous, sir. Feeling dangerous.  The boys send up a spirited "HOOYAH" and-- TONY looks them over with some small measure of approval.
chris		I'm gonna try and get into sniper school.
biggles		Can you shoot?
chris		I can hunt. And what's cooler than being a sniper?
biggles		Blowing shit up. Blowing shit up is way cooler.
taya		 Will a drink make you 6 inches taller and charming? Will it make you not married?
taya		I watched you take your ring off. Don't be a scumbag. Go home.
chris		It could be the leather pants.
taya		Yeah? What kind of pants does a girl have to wear to be left alone?
chris		Corduroy.
taya		Is that how it is with you guys-- suddenly single after three beers?
chris		Only thing that happens to me after three beers is a fourth.
taya		That's great. A real red-neck.
chris		I'm no redneck, I'm a Texan.
taya		What's the difference?
chris		We ride horses, they ride their cousins.
taya		 What do you do for work? You look like military.
chris		I polish dolphins. They have to be polished in captivity or their skin disintegrates.
taya		Do I look stupid to you?
chris		To be honest, you look a little sad.
chris		So am I tall enough to buy you a drink?
taya		Not until you tell me what you do.
chris		How about this: one shot, one answer.
taya		You're obviously military. What branch?
chris		I'm just finishing BUD/S.
taya		Are you kidding me? You're a SEAL?
chris		That was two questions...
taya		 I know all about you guys. My sister was engaged to a SEAL.
chris		What's that mean you know all about us?
taya		You're a bunch of arrogant, self-centered pricks who think you can lie and do whatever the fuck you want.  I'd never date a SEAL.
chris		 How can you say we're self-centered? I'd lay down my life for my country.
taya		Why?
chris		Cause it's the greatest country on earth and I believe it's worth protecting.  I'm sorry this guy hurt your sister but that's not me. Nice talking to you.
taya		Where are you going?
chris		You said you'd never date a SEAL, so I'm going home.
taya		I said I'd never marry one.
chris		Well in that case... what's your name?
taya		Taya.
chris		Nice to meet you, Taya. I'm Chris Kyle.
taya		 Pretty egotistical of you to think you can protect us all, isn't it Chris?
chris		Our instructors say our biggest enemies are ego, liquor, and women.
taya		Sounds like you're under attack.
taya		--I'm not going home with you so don't even think about it.
po tosh		Feel breath filling every cell of your body. This is our ritual. We master our breath, we master our mind---
po tosh		--pulling the trigger will become an unconscious effort. You will be aware of it but not directing it. And as you exhale, find your natural respiratory pause and the space between heart-beats.
taya		You figured what?
taya		Did you always want to be a soldier?
chris		I wanted to be a cowboy-- but I did that and I felt like I was meant for more.
taya		So you started rescuing girls from bars?
chris		I rescued that bar from you.
chris		Do you like country music?
taya		Only when I'm depressed.
chris		You want kids?
taya		Someday. My mom says I have a nose for picking the wrong men.
chris		That's a shitty thing to tell a girl.
taya		I've proven her right.
chris		But those wrong picks put you here. They made you who you are. And I like who you are.
taya		What happens when there's a real person on the other end of that gun?
chris		 I don't know... I just pray I can do my job if that day comes.
po tosh		Mirage is boiling at 35 degree angle.
chris		Check. I'm dialed for windage.
po tosh		Hold right-four, up-two.
po tosh		Are we looking at the same target?
chris		You're trembling...
taya		I know. I don't...
chris		We don't have to do this...
taya		I want to. I do...
po tosh		You need to shut your off-eye.
chris		If I close my off-eye I can't see what's out there.
chris		Negative. There's something--
po tosh		Give me 50 push-ups. Clear and safe. Push `em out.
chris		There it is.
taya		You hardly even know me.
chris		I know enough. You're a package deal, babe.
chris		What are you afraid of?
taya		Nothing. Everything. I don't know. What if it doesn't work out?
chris		I'm going to marry you, and we're going to start a family.
taya		You got it all planned out, don't you.
chris		I love you. I'm done.
taya		 Oh my god! No! Chris--  Chris bounds up, running into the next room. Taya stands in front of the television. They both watch as--  ON TV NEWS: THE SECOND PLANE hits the World Trade Center.  It steals their breath. Chris hugs her close, trying to shield her from it. His shock bleeds to rage.
taya		 What the hell is on your neck?
chris		Would you believe me if I told you I was painted green and on an IV two hours ago?
taya		What do you--
chris		 Package deal babe.
tony		 It's on boys. Just got the call.
chris		They say it'll be over in 6 weeks.
taya		I'm so afraid.
chris		Don't be afraid. It's all part of the plan.
taya		Your heart is beating out of your chest.
chris		 I'm not the only one going to war.
marc lee		AQI have put a price on your heads and extremists from around the globe are flooding the borders to collect on it.
marc lee		You snipers will be paired with a man to watch your back and inserted along the main road to do "overwatch" for 1st Marines going door to door. Your job is to protect those Marines at all costs.
marc lee		The city was evacuated. Any military-aged male still here, is here to kill you. Let's bring these boys in safe and get our asses back home. Move--
winston		Keep your head down, Tex. The Muj' got snipers too.
chris		A sniper won't aim for your head.
winston		They got this sniper that's been hitting headshots from 500 yards out--
chris		They got sniping in the Olympics now?
winston		 What're we looking for?
chris		You ever hunt?
winston		I ain't that kind of red-neck.
chris		 You just got your first kill, Goat.
chris		I'm going to the roof. You stay here and be on the lookout for farm animals.
chris kyle		 I got a military-aged male, on a cell phone, watching the convoy. Over.
chris kyle		 He stepped off.
chris kyle		Hold up. I got a woman and a kid, moving toward the convoy.
chris kyle		Her arms aren't swinging. She's carrying something.
chris kyle		She just pulled a grenade. An RKG Russian grenade. I think she gave it to the kid.
chris kyle		You got eyes on this? Can you confirm? Over.
goat		You hear that?
chris		Get the fuck off me.
marc lee		That's your overwatch, Einstein. You can thank him later. Keep moving.
marc lee		Smells like piss in here.  You covered our ass out there, man. Appreciate it. Those were ballsy shots.
chris kyle		And they were clean. Right?
marc lee		Hell yeah, they were.
chris		 That sniper walked right up our ass.
marc lee		I chewed out our security detail. It won't happen again.
chris		My shooter statements are on the dresser.
marc lee		Six?
chris		Should be eight. Two got dragged off.  Something wrong?
marc lee		No... but you got more kills than the rest of the snipers combined.
chris		They still got one of our guys.
marc lee		You can't shoot what you can't see.  Marc's eyes land on piss-stained cement where Chris lay; this fucker didn't take his eye off the glass all night.
biggles		Heard you got your dick wet.
chris		Where is everybody?
biggles		We're just picking our dicks here, training those fucking haji soldiers.
chris		Why ain't you out there?
biggles		I got the shits. Marc Lee said you were on fuckin fire out there.
chris		 You still read comic books?
biggles		It's a fuckin graphic novel. Talk to me, man. Did you pop your cherry?
chris		This kid didn't even have hair on his balls and his mom hands him a grenade-- sends him running off to kill Marines.
biggles		 You saw his balls?
chris		It was evil, man. That was hate like I've never seen it before.
biggles		That kid could've taken out ten Marines--
chris		 I know.
biggles		You did your job. End of fuckin story.
chris		It's just not how you imagine the first one going down.
biggles		How about the other ones? What about the other kills?
chris		The other ones-- were righteous. Like God was blowing on my bullets.
jag officer		Our task here is to make sure every kill is a righteous kill and conforms to ROEs.
chris		By every kill, do you mean just our kills or you're monitoring the bad guys too?
chris		Sorry, was that a question?
marine sniper		Haven't seen shit all day. Maybe the war is over and they forgot to tell us.
chris		 I got a armed military-aged male moving tactically with a car battery. Maybe he needs a jump?
jag officer		His wife said he was carrying a Koran.
chris		Well, I don't know what a Koran looks like but I can describe what he was carrying-- it was pressed metal, fired
biggles		Listen up ladies and genitals. The Legend here would like you to know that when it comes to sniping it's better to be lucky than good! Our boy here has a Texas horseshoe crammed so far up his ass that--
chris		That's not how the call-home goes, babe.
chris		There are things we can't say over the phone.
taya		 You knocked me up and now I'm stuck here by myself assembling baby-cribs and you can't talk to me? That's the big plan?
taya		You guys almost done over there yet?
chris		I can't stop thinking about that pink silky thing you wore on our honeymoon...
taya		It's called a nightgown.
chris		Yeah--
taya		And three days is not a honeymoon.
chris		It was a good three days. I miss you bad.
taya		 You want me to talk dirty to you?
chris		Yeah. But I got my gun in one hand and the phone in the other--
taya		Well, you'll just have to decide what's more important.
chris		You're horny preggers.
taya		Fat and horny. It's kinda disgusting.
chris		You could be 300 pounds I'd still do you.
taya		-So romantic.
chris		How's my boy?
taya		Nobody said it's a boy--
chris		I can't wait to see the way you are with him. You're gonna be incredible.
taya		 How do you know?
chris		I just know. I can see it.
taya		I hope you're right.
taya		 Did your dad get hold of you?
chris		I haven't checked any email.
taya		Shit. You need to call him. Hang up and--
chris		What happened?
taya		I'm so selfish. I wasn't even thinking--
chris		Taya.
taya		Your little brother deployed.
chris		What happened to jump school? I thought--
taya		He didn't get in. Just call your dad--
chris		Deployed where? Where's he going?
taya		Over there. He's headed to Iraq.
chris		These Marines rush in like they been doing, they'll get their asses shot off.
marc lee		They're Marines. They don't get the training we do. Half of them were civilians six months ago.
chris		So let's coach them up. I'll show them how Team Guys do it and lead a unit in the street.
marc lee		Can't do. We need you on overwatch.
chris		But if I was down in the street--
marc lee		House-to-house is the deadliest job here. You got some kind of savior complex?
chris		I just wanna get the bad guys. And I can't shoot them if I can't see `em.
marc lee		You got a hot hand. These Marines all know your name now and they think they're invincible with you up there.
chris		They're not--
marc lee		They are if they believe they are. Just keep banging on the long-gun and let these ground-pounders sniff out Zarqawi.
chris		You said that AQI sniper was in the Olympics-- but Iraq hasn't qualified a shooter in the last three games.
goat		Mustafa's not Iraqi. He's from Syria.
chris		 Once you make entry I can't see shit, so keep it slow and push through the target.
chris		Fuck this-- I'm going down to clear houses with the Marines. You coming?
goat		No man. No. I like my life. I wanna make it home. I go fishing and do all kind of cool shit. It's not my job to knock down doors. Those guys picked the wrong fucking job. I ain't doing that shit.
chris		 If I don't see you down there, you make sure I don't see you again.
chris		 You wanna be a sniper? Swap me guns.
chris		I'll roll with you guys if that's cool?
thompson		You're that guy. They're calling you The Legend. You got like 24 confirmed kills.
thompson		That's badass.
sanchez		There's some boy in Bravo catching up.
chris kyle		 Y'all are meateaters for sure but I got a little training I could show you, some simple shit, that might just keep us above ground. What do you say?
sanchez		 -Whas that mean again?
gillespie		Cover and follow.
chris		Down. Down! On the floor, now!
chris		I will fucking shoot you! Down! Get down--
gillespie		He does look a little retarded.
chris		You were ordered to evacuate. Why are you still here?
sanchez		I found these bitches in the back closet.
sanchez		This sand nig' want us in here so he can blow us up. Check his ass for a vest.
chris		Who will know we've spoken?
chris		Bring the other guys in.
chris		Who is he? I need a name.
terp		He calls him - the pure flame of fire- . Basically, this man comes to their house and prey on the weak with hurt.
chris		So he's some kind of enforcer?
chris		 We want Zarqawi. Where do we find Zarqawi?
chris		How do we find him?
terp		He will ask for money.
chris		We don't even have proof this guy exists.
chris		I'm sorry. I want to help you. I do. But I need names, places, phone numbers--
thompson		 Hey, we got a Marine unit pinned down in a house just uprange--
chris		Give me a name, Sheik. Give me something.
thompson		They're out of ammo. If we don't go now--
agent shead		I guess that translates to "pay me" in just about any language, doesn't it?
chris		Yes sir, it does.
marc lee		And you're the secret squirrel with the cash, right?
agent shead		 When you were having tea with Sheik al- Obedie did he tell you he ran a network of highway bandits before AQI moved in?
chris kyle		He left that part out.
agent shead		That's AQI's racket now. Your Sheik got edged out. This could be blowback.
chris		Or he could be upset The Butcher cut off his wife's hand. Either way, seems like you'd wanna explore it.
agent shead		This is your guy here.  We believe The Butcher is Zarqawi's number two man.
chris		But you don't know his real name or you'd have it written up there.
agent shead		We have several aliases--  If "Fanus" is legit we go see the Sheik.
agent shead		If he delivers the Butcher he'll get it.  This is Agent Shead, DIA, I need a name check on "Amir Khalaf Fanus." I'll wait.
chris		If we're going back out, TEAM 3 could pull security--
agent shead		If we're humping money the head-shed will want contractors on it.  I'm here. What do you got?
contractor		Road-kill.
agent shead		The Butcher is Zarqawi's enforcer. They say his weapon of choice is a drill.
marc lee		I went to seminary school before I joined the Navy. Came close to being a preacher.
chris		Why didn't you?
marc lee		I love to gamble, man. Love those dice.
chris		My kind of preacher.
marc lee		It's like that now, huh?
chris kyle		You haven't heard? I'm The Legend.  Hey babe--
chris kyle		It's a boy!
marc lee		Hell yeah. Congratu--
taya		Chris!--
marc lee		I heard one shot.
chris kyle		Check. Large caliber. Came in at an angle, gotta be 300 or more out--
marc lee		 He's all over us. You get a bead?
chris kyle		Negative--
chris		Minaret, 11 o'clock!
agent shead		 There's no room. We'll come back for you--
chris		You got eyes on that?
marc lee		Negative.
chris		Eyes on The Butcher. He's got that Sheikh's kid in the street--
chris		Fuck!--
marc lee		 --requesting back-up. We're pinned down taking sniper fire on approach of high-
marc lee		We're on the wrong end of this.
chris		I'm gonna pop smoke for cover but don't move till I say.
chris		Hold.
marc lee		We gotta go--
chris		Holding! Hold...
chris		Move now. Go--
marc lee		How you know he'd wait--
