****Dialogues from script :10_Things_I_Hate_About_You.txt****

rider		Hey -- sorry.
shepherd		 You want a character debate? Fine, but you better stick with me, 'cause Sydney Ellen Wade is way out of your league. I've loved two women in my life. I lost one to cancer, and I lost the other 'cause I was so busy keeping my job I forgot to do my job. Well that ends right now.
shepherd		 Tomorrow morning the White House is sending a bill to Congress for its consideration. It's White House Resolution 455, an energy bill requiring a 20 percent reduction of the emission of fossil fuels over the next ten years. It is by far the most aggressive stride ever taken in the fight to reverse the effects of global warming. The other piece of legislation is the crime bill. As of today it no longer exists. I'm throwing it out. I'm throwing it out and writing a law that makes sense. You cannot address crime prevention without getting rid of assault weapons and handguns. I consider them a threat to national security, and I will go door to door if I have to, but I'm gonna convince Americans that I'm right, and I'm gonna get the guns. We've got serous problems, and we need serious men, and if you want to talk about character, Bob, you'd better come at me with more than a burning flag and a membership card. If you want to talk about character and American values, fine. Just tell me where and when, and I'll show up. This is a time for serious men, Bob, and your fifteen minutes are up. My name's Andrew Shepherd, and I am the President.
robin		Any questions?
lewis		He's got the whole White House Press Corps asking each other how to spell "erudite."
lewis		I know. Gotta rewrite the State of the Union.
lewis		Oh, good. I thought I was gonna be rushed.
shepherd		I don't want the limo. I don't want an escort.
shepherd		 I want a plain, ordinary, non- bullet-proof automobile. Someone around here must have a Chevy I can borrow. Well, find one and meet me outside the West Wing entrance in five minutes.
shepherd		I'm going to her house. I'm gonna stand at her front door till she lets me in. And I'm not leaving till I get her back.
shepherd		I haven't worked that out yet. But I'm sure groveling will be involved.
shepherd		I'm the Commander-in-Chief of the most powerful army in the world. You don't think I can drive ten blocks?
sydney		Just stay away from DuPont Circle. I hear it's murder this time of day.
sydney		Hi, A.J.
sydney		I heard your speech. I was in my car, and it just kind of steered its way over here.
shepherd		I'm glad.
shepherd		 Sydney, I didn't decide to send 455 to the floor to get you back.
sydney		I didn't come back 'cause you decided to send 455 to the floor.
lewis		 Mr. President, I thought you might want to look at this. I moved Social Security up front. Hello, Sydney.
janie		Mr. President, Leventhal at Treasury wants two minutes. Hello, Sydney.
shepherd		 I've got some things to do.
sydney		Yes, you do.
shepherd		I'm having a cuff links crisis.
shepherd		 I think they've locked.
lucy		Hold still.
robin		Mr. President, they're waiting for you.
lucy		All done.
shepherd		Lewis.
lewis		Sir.
shepherd		Things have been a little rough between us lately.
lewis		I know sir, I'm sorry.
shepherd		Don't stop what you're doing.
lewis		That's kind of you, sir, but I realize I've been a little insensitive about some personal...
shepherd		No, you were right. Two hundred and sixty-four million people don't give a damn about my life.
lewis		Just so you know I've never been one of them, Mr. President.
robin		This way, people. Let's go.
shepherd		 See you after.
shepherd		 Whatcha got there, Luce?
lucy		Article 2, Section 3, of the U.S. Constitution. Executive Powers.  "He shall, from time to time, give to the Congress information of the State of the Union, and recommend to their consideration such measures as he shall judge necessary and expedient."
shepherd		Thank you.  I'll see you afterward. I want a critique.
shepherd		 Anyay...
shepherd		 These are for you.
sydney		They're beautiful.
janie		Mr. President?
shepherd		Gotta go.
sydney		Should I stay here?
shepherd		No, walk with me.
sydney		How'd you finally do it?
shepherd		 Do what?
sydney		Manage to give a woman flowers and be President at the same time.
shepherd		Well...it turns out I've got a rose garden.
doorkeeper		Mr. Speaker!!!...THE PRESIDENT OF THE UNITED STATES!!!
****Dialogues from script :American_Psycho.txt****

price		Jeez. That's not a helluva lot, is it?
bateman		Just...say...no.
courtney		Tell me. Stash...do you think SoHo is becoming to...commercial?
bateman		J&B. Straight.
price		 Jesus. Dorsia? On a Friday night? How'd he swing that?
homeless man		Al.
homeless man		Al.
bateman		There's a quarter. Go buy some gum.
kimball		Just some preliminary questions that I need for my own files, okay?
kimball		You seem...nervous.
bateman		She's from...France.
bateman		I'm looking for...Paul Owen's...place.
****Dialogues from script :American_Shaolin__King_of_Kickboxers_II.txt****

kwan		Luck is no concern, Mrs. Rodriguez. Shaolin warriors depend on heart and soul  that's how they saved the T'ang emporer. He looks again at the door, then claps his hands together, gathering his students around him. KWAN ... er... fortunate to have the best instructors in the world train me. But, there was also time for individual training  where skills were honed like the blade of a sword. Now, it is that time for you.
drew		Practicing. I saw it in this movie... Kwan shakes his head and walks over to Drew, standing in front of him. KWAN
drew		Look, Bob, I'm not bothering you, am I? BOB
chauncy		Very good, sir. TREVOR Don't come here any more, you hear? Over a little more to the left, Sam. The masseur nods and adjusts his technique accordingly. TREVOR  It's hard being me, you know. So much pressure... EXT. COLISEUM  DAY People are streaming into the large building. The marquee out front reads "Diamond Nationals".
drew		Never were?
kwan		No. Drew nods, an idea forming in his head. A slight smile forms on his face. Kwan was expecting him to be angry, he never expected this.
ashema		We are here. DREW STOPS THE BIKE AND LOOKS BACK AT HER. ASHEMA GESTURES TO THE TEMPLE FRONT, AND DREW TURNS IN AWE. EXT. SHAOLIN TEMPLE  SAME DAY ESTABLISHING SHOT OF THE TEMPLE. This is it  the temple he came halfway around the world to see. The Shaolin Temple, the birthplace of the martial arts. DREW Whoa! Ashema climbs off the back and takes the bike from Drew, marveling at his awe-struck face.
admissions monk		The training is too difficult. Besides, Shaolin policy is no foreigners.
drew		I didn't come all this way, from America, to get turned away. I want in. I want to become a Shaolin monk. ADMISSIONS MONK What people want and what they can have are often not the same. DREW Not in this case. MONK Oh, yes, especially in this case. DREW
cut to:		EXT. SHAOLIN COURTYARD  SAME DAY ESTABLISHING SHOT OF DREW LANDING ON THE FLAGSTONES OF THE COURTYARD WITH A THUMP!
drew		Hey! What about my...
drew		How long? ASHEMA A long time  through the worst weather. He just sat there, unmoving, through rain, sleet, snow. DREW Did they let him in?
ashema		No.  Of course they did  what kind of story do you think my
drew		At first I was really bored, and very lonely. But then,
ashema		They are disciples. This is the last class for fighting monks at Shaolin. Drew, very concerned, watches as the monks-to-be file through the temple doors. The mothers and fathers of the boys watch proudly as the last ones go through. The temple doors close.
monk		Do you accept the authority of the Shaolin patriarchs? DISCIPLE 1
gao		Shut up!
drew		 Oh, unbelievable, in the same place...
san de		Are they ready to begin their training? DRILL SERGEANT They are. SAN DE
drew		What are you doing, man? MONK
drew		Blow me!
li		Wan an. DISSOLVE TO:
dissolve to:		LATRINE WORK AREA  MONTAGE MONTAGE SEQUENCE OF WORK DETAIL.
drew		 What'd you do that for? D.S. Do a job well or don't do it.
shu		Poor guy. GAO He just wasn't good enough. I wouldn't be surprised if half of us go out the same way. The D.S. appears and motions for them to work. INT. MEDITATION HALL  DAY ESTABLISHING SHOT OF DISCIPLES, DREW IN THE MIDDLE, SITTING IN ROWS IN THE INCENSE-FILLED MEDITATION CHAMBER. The monk in charge of the chamber is talking to them. MEDITATION MONK
drew		So what is this 'night soil' stuff anyway? LI
mu		But we swore to obey them... DREW
drew		We have to stand up for our rights! If they don't even know we're dissatisfied, things will never change. GAO
drew		Master San De! SAN DE
san de		This is an interesting coincidence, as I was just on my way to your sleeping quarters to talk with you all. DREW
monk		In order to keep our bodies strong, Bodhidharma gave us a series of exercises and breathing techniques. Because the times demanded action, we developed Shaolin style wu shu from these exercises. He goes through a couple of martial movements. MONK 
drew		 Excuse me, Master, but there aren't any mats here. D.S. Do they always use mats in America?
monk		Then do it that way... The Monk walks away, shaking his head.
drew		This sure beats sweeping...
san de		Legend states that Bodhidharma gave us tea. Once, while meditating, Bodhidharma fell asleep, a natural reaction we all have to fight against. San De looks pointedly at Drew, who doesn't meet his eyes. SAN DE  From those eyelids grew the first tea bush. You see, even the leaves look like eyelids. San De shows Drew a tea leaf.
wu		And we don't know how to talk to girls... DREW
gao		Yes. But, I am not completely blameless... SAN DE I didn't think you were...  Shake hands and let your emotions go.
drew		Did you say you were going to keep us OUT of trouble? The group pauses for a BEAT, then they all laugh, relaxing. INT. DINNER ROOM  DAY ESTABLISHING SHOT OF GAO CARRYING A PLATE OF CHINESE FOOD OVER TO A TABLE WHERE THE DISCIPLES EATING, THEIR EYES SCANNING THE ROOM FOR SIGNS OF WARNING. Gao sits down and looks around. They are all dressed in their training clothes, dirtied after a full day of training. GAO I can't believe nobody's said anything! It's been a whole day!
gao		Are you staying?
ashema		Are they making you do this? She wants to hear that they are, even if it's not true. She NEEDS to hear it.
drew		No. It is my choice, and my responsibility. I'm sorry... He embraces her for the last time, and she openly begins to cry. He holds her for a moment, then breaks the embrace and with one last long look at Ashema, walks away. EXT. TRAINING AREA  DAY 103 
drew		 Boy, his spirit is strong...
drew		I wonder what you did now... INT. SAN DE CHAMBER  DAY ESTABLISHING SHOT OF DREW AND SAN DE SITTING ACROSS FROM EACH OTHER. San De has an ornately embroidered golden box in his hand, and he is showing it to Drew. SAN DE
woman		Why not?
drew		I'm a monk. I've taken a vow to abstain... WOMAN
tourist 2		Do they have a gift shop?
tourist 3		Guide! How do you say 'gift shop'? GUIDE
arhat		What is life? What is reality? The head of a dead cat. He walks off, leaving Drew sitting there, dumbstruck by the answer. DREW 
dissolve to:		EXT. ARHAT HUT  NEXT MORNING
arhat		The bus. Drew laughs at the crazy reply and starts for the mountain path that brought him to the hut. The Arhat runs after him, grabs his sleeve
san de		You are now Shaolin. We welcome you into our ranks as fighting monks... A roar rises from the assembled monks, and fireworks go off all around. ANGLE ON REAR OF COURTYARD
san de		Before you leave for American, can you help at an international tournament in Beijing? The Shaolin temple has an entry, and he will be fighting men from all over the world  I'd like you to be there. DREW No problem. 
trevor		Remember last time, punk? DREW Nothing exists but the moment, and... 
****Dialogues from script :American_Sniper.txt****

chris kyle		Fucking hot box.
goat		Dirt over here tastes like dog shit.
chris kyle		I guess you'd know.
chris kyle		 I got a military-aged male, on a cell phone, watching the convoy. Over.
chris kyle		 He stepped off.
chris kyle		 Hold up. I got a woman and a kid, 200 yards out, moving toward the convoy.
chris kyle		Her arms aren't swinging. She's carrying something.
chris kyle		She just pulled a grenade. An RKG Russian grenade. I think she gave it to the kid.
chris kyle		You got eyes on this? Can you confirm?
man's voice		Get back here.
wayne		Don't ever leave your gun in the dirt.
chris		Yes, sir.
wayne		Helluva shot, son. You got a gift. You're gonna make a fine hunter someday.
wayne		Everything dies to give life.
chris		Can it see me?
wayne		It's a deer, son.
wayne kyle		 You shot it, you deal with it.
pastor		We don't see with his eyes so we don't know the glory of his plan. Our lives unfold before us like puzzling reflections in a mirror. But on the day we rise, we will see with clarity and understand the mystery of his ways--  JEFF, his reedy little brother, watches Chris slip the Bible in his pocket. Jeff laughs and gets smacked by--  DEBBIE, their mother. She wears big oval glasses and runs a wayward-boys home with that same steady hand.
wayne kyle		Some people prefer to believe that evil doesn't exist in the world, and if it ever darkened their doorstep they wouldn't know how to protect themselves... those are the sheep.
wayne kyle		Now we're not raising any sheep in this family and I will whoop your ass if you turn into a wolf--
debby		Wayne--
wayne		But we take care of our own. And if someone picks a fight with you or bullies your brother, you have my permission to finish it.
chris		The guy was picking on Jeff.
wayne kyle		That true?
jeff		 Yes sir... Yes, he was...
wayne kyle		 And did you finish it?
wayne		Then you know who you are...
jeff		Wasn't nobody there and you come away with a belt buckle too damn big to wear. What you supposed to do with it?
chris		 You're supposed to get laid with it. I'm gonna wear it in and see if it puts Sarah in the mood.
jeff		A strong wind'd put Sarah in the mood.
chris		Is that what they say?
jeff		You know what they called her in high school--
chris		Don't say it.
jeff		Sarah suck-a--
jeff		Shit man--
chris		Who wants to hump a rodeo star?
chris		What the fuck--
sarah		You said you wasn't coming home until tomorrow.
chris		 Why would you do this?
sarah		Just let him out. He didn't know...
chris		 You didn't know?
sarah		What the fuck is wrong with you! What'd you expect? You drag me out here then run off with your damn brother every weekend!
chris		Get out.
sarah		You think you're a cowboy cause you rodeo? You're no cowboy. You're just a lousy ranch-hand and a shitty fuckin lay!
jeff		Some people ain't worth fighting for.
chris		But she was right...
jeff		 A job is a job. At least we're outside.
chris		Jeff, wake up. Look at this--
chris		Look what they did...
chris		I saw what they did, on our soil, and--
navy recruiter		And you're from Texas and you're a patriot so it pissed you off.
chris		Yes, sir. But I can't see myself on a ship. I'd wanna be in the fight--
navy recruiter		You wanna fight? Meet the warrior elite.
chris kyle		SEALs?
navy recruiter		Sea, Air and Land.
chris		I ain't much of a swimmer--
navy recruiter		 This isn't for the faint of heart. Most men wash-out. They quit--
chris		 I'm not most men, sir. I don't quit.
instructor rolle		 You a quitter, boy?
chris kyle		No, sir!
instructor rolle		Bullshit, you are fleet-meat. Don't turn away. Look up and take it. You're old as fuck. Did you join the Navy cause you had such a good time on Noah's Arc? How old are you?
chris		30, sir.
instructor rolle		30! You fart dust and could've fathered half these boys. You think cause you had a pop-gun back in Texas you're cut out to be a SEAL?
chris		No, sir.
instructor rolle		No, you're not cut out to be one?
instructor rolle		What kind of asshole joins the Navy but hates the water.
chris		I love water, hooyah.
instructor rolle		My ass you do.
instructor rolle		Is that you giggling you fat fuck? Look at you. You're so fat they had to baptize you at Sea World. Your momma fat too?
ryan		No sir, she's not.
instructor rolle		Don't lie to me! I bet we could use her panties as a parachute. What the fuck are you doing here fatboy? Do your feet get wet when you shower? When's the last time you saw your pecker? You're not a Seal, you're a fuckin Walrus. A big giggling Walrus. "Biggles" that's your new name--
instructor rolle		--and that's your ticket home. Just drag your jelly-roll ass up and ring it and you'll be headed home to momma Shamu.
instructor rolle		 Did I ask you to count?
chris		No, sir.
instructor rolle		Was that your ass talking then?
instructor rolle		That's a quitter. If he quits here, he'll quit in battle. When shit gets hairy he can't step up. You get shot, he can't pull you out. We're gonna weed out the quitters and see if we can find a warrior or two.
instructor rolle		Wave goodbye to the sun, boys...
chris		--and when I told her the condom broke she started crying and begging me to do something. And I'm a virgin, I don't know what to do, but I'd heard if you pour Coke up there you won't get pregnant--  So we went to 7-11, got a liter of Coke and drove back into the woods. She took her panties off and did a handstand against a tree but when I start pouring, she starts screaming, "it stings, it stings" but when I'd stop, she'd scream "no don't stop" and it's fizzing out and--
dauber		Country is countrywide, sir.
biggles		Hooyah. I'd toss that critter shitter on a baguette and get my eat on.
squirrel		Nuts crawled up inside. The little shits are gone for good.
chris kyle		Dangerous, sir. Feeling dangerous.  The boys send up a spirited "HOOYAH" and-- TONY looks them over with some small measure of approval.
chris		I'm gonna try and get into sniper school.
biggles		Can you shoot?
chris		I can hunt. And what's cooler than being a sniper?
biggles		Blowing shit up. Blowing shit up is way cooler.
taya		 Will a drink make you 6 inches taller and charming? Will it make you not married?
taya		I watched you take your ring off. Don't be a scumbag. Go home.
chris		It could be the leather pants.
taya		Yeah? What kind of pants does a girl have to wear to be left alone?
chris		Corduroy.
taya		Is that how it is with you guys-- suddenly single after three beers?
chris		Only thing that happens to me after three beers is a fourth.
taya		That's great. A real red-neck.
chris		I'm no redneck, I'm a Texan.
taya		What's the difference?
chris		We ride horses, they ride their cousins.
taya		 What do you do for work? You look like military.
chris		I polish dolphins. They have to be polished in captivity or their skin disintegrates.
taya		Do I look stupid to you?
chris		To be honest, you look a little sad.
chris		So am I tall enough to buy you a drink?
taya		Not until you tell me what you do.
chris		How about this: one shot, one answer.
taya		You're obviously military. What branch?
chris		I'm just finishing BUD/S.
taya		Are you kidding me? You're a SEAL?
chris		That was two questions...
taya		 I know all about you guys. My sister was engaged to a SEAL.
chris		What's that mean you know all about us?
taya		You're a bunch of arrogant, self-centered pricks who think you can lie and do whatever the fuck you want.  I'd never date a SEAL.
chris		 How can you say we're self-centered? I'd lay down my life for my country.
taya		Why?
chris		Cause it's the greatest country on earth and I believe it's worth protecting.  I'm sorry this guy hurt your sister but that's not me. Nice talking to you.
taya		Where are you going?
chris		You said you'd never date a SEAL, so I'm going home.
taya		I said I'd never marry one.
chris		Well in that case... what's your name?
taya		Taya.
chris		Nice to meet you, Taya. I'm Chris Kyle.
taya		 Pretty egotistical of you to think you can protect us all, isn't it Chris?
chris		Our instructors say our biggest enemies are ego, liquor, and women.
taya		Sounds like you're under attack.
taya		--I'm not going home with you so don't even think about it.
po tosh		Feel breath filling every cell of your body. This is our ritual. We master our breath, we master our mind---
po tosh		--pulling the trigger will become an unconscious effort. You will be aware of it but not directing it. And as you exhale, find your natural respiratory pause and the space between heart-beats.
taya		You figured what?
taya		Did you always want to be a soldier?
chris		I wanted to be a cowboy-- but I did that and I felt like I was meant for more.
taya		So you started rescuing girls from bars?
chris		I rescued that bar from you.
chris		Do you like country music?
taya		Only when I'm depressed.
chris		You want kids?
taya		Someday. My mom says I have a nose for picking the wrong men.
chris		That's a shitty thing to tell a girl.
taya		I've proven her right.
chris		But those wrong picks put you here. They made you who you are. And I like who you are.
taya		What happens when there's a real person on the other end of that gun?
chris		 I don't know... I just pray I can do my job if that day comes.
po tosh		Mirage is boiling at 35 degree angle.
chris		Check. I'm dialed for windage.
po tosh		Hold right-four, up-two.
po tosh		Are we looking at the same target?
chris		You're trembling...
taya		I know. I don't...
chris		We don't have to do this...
taya		I want to. I do...
po tosh		You need to shut your off-eye.
chris		If I close my off-eye I can't see what's out there.
chris		Negative. There's something--
po tosh		Give me 50 push-ups. Clear and safe. Push `em out.
chris		There it is.
taya		You hardly even know me.
chris		I know enough. You're a package deal, babe.
chris		What are you afraid of?
taya		Nothing. Everything. I don't know. What if it doesn't work out?
chris		I'm going to marry you, and we're going to start a family.
taya		You got it all planned out, don't you.
chris		I love you. I'm done.
taya		 Oh my god! No! Chris--  Chris bounds up, running into the next room. Taya stands in front of the television. They both watch as--  ON TV NEWS: THE SECOND PLANE hits the World Trade Center.  It steals their breath. Chris hugs her close, trying to shield her from it. His shock bleeds to rage.
taya		 What the hell is on your neck?
chris		Would you believe me if I told you I was painted green and on an IV two hours ago?
taya		What do you--
chris		 Package deal babe.
tony		 It's on boys. Just got the call.
chris		They say it'll be over in 6 weeks.
taya		I'm so afraid.
chris		Don't be afraid. It's all part of the plan.
taya		Your heart is beating out of your chest.
chris		 I'm not the only one going to war.
marc lee		AQI have put a price on your heads and extremists from around the globe are flooding the borders to collect on it.
marc lee		You snipers will be paired with a man to watch your back and inserted along the main road to do "overwatch" for 1st Marines going door to door. Your job is to protect those Marines at all costs.
marc lee		The city was evacuated. Any military-aged male still here, is here to kill you. Let's bring these boys in safe and get our asses back home. Move--
winston		Keep your head down, Tex. The Muj' got snipers too.
chris		A sniper won't aim for your head.
winston		They got this sniper that's been hitting headshots from 500 yards out--
chris		They got sniping in the Olympics now?
winston		 What're we looking for?
chris		You ever hunt?
winston		I ain't that kind of red-neck.
chris		 You just got your first kill, Goat.
chris		I'm going to the roof. You stay here and be on the lookout for farm animals.
chris kyle		 I got a military-aged male, on a cell phone, watching the convoy. Over.
chris kyle		 He stepped off.
chris kyle		Hold up. I got a woman and a kid, moving toward the convoy.
chris kyle		Her arms aren't swinging. She's carrying something.
chris kyle		She just pulled a grenade. An RKG Russian grenade. I think she gave it to the kid.
chris kyle		You got eyes on this? Can you confirm? Over.
goat		You hear that?
chris		Get the fuck off me.
marc lee		That's your overwatch, Einstein. You can thank him later. Keep moving.
marc lee		Smells like piss in here.  You covered our ass out there, man. Appreciate it. Those were ballsy shots.
chris kyle		And they were clean. Right?
marc lee		Hell yeah, they were.
chris		 That sniper walked right up our ass.
marc lee		I chewed out our security detail. It won't happen again.
chris		My shooter statements are on the dresser.
marc lee		Six?
chris		Should be eight. Two got dragged off.  Something wrong?
marc lee		No... but you got more kills than the rest of the snipers combined.
chris		They still got one of our guys.
marc lee		You can't shoot what you can't see.  Marc's eyes land on piss-stained cement where Chris lay; this fucker didn't take his eye off the glass all night.
biggles		Heard you got your dick wet.
chris		Where is everybody?
biggles		We're just picking our dicks here, training those fucking haji soldiers.
chris		Why ain't you out there?
biggles		I got the shits. Marc Lee said you were on fuckin fire out there.
chris		 You still read comic books?
biggles		It's a fuckin graphic novel. Talk to me, man. Did you pop your cherry?
chris		This kid didn't even have hair on his balls and his mom hands him a grenade-- sends him running off to kill Marines.
biggles		 You saw his balls?
chris		It was evil, man. That was hate like I've never seen it before.
biggles		That kid could've taken out ten Marines--
chris		 I know.
biggles		You did your job. End of fuckin story.
chris		It's just not how you imagine the first one going down.
biggles		How about the other ones? What about the other kills?
chris		The other ones-- were righteous. Like God was blowing on my bullets.
jag officer		Our task here is to make sure every kill is a righteous kill and conforms to ROEs.
chris		By every kill, do you mean just our kills or you're monitoring the bad guys too?
chris		Sorry, was that a question?
marine sniper		Haven't seen shit all day. Maybe the war is over and they forgot to tell us.
chris		 I got a armed military-aged male moving tactically with a car battery. Maybe he needs a jump?
jag officer		His wife said he was carrying a Koran.
chris		Well, I don't know what a Koran looks like but I can describe what he was carrying-- it was pressed metal, fired
biggles		Listen up ladies and genitals. The Legend here would like you to know that when it comes to sniping it's better to be lucky than good! Our boy here has a Texas horseshoe crammed so far up his ass that--
chris		That's not how the call-home goes, babe.
chris		There are things we can't say over the phone.
taya		 You knocked me up and now I'm stuck here by myself assembling baby-cribs and you can't talk to me? That's the big plan?
taya		You guys almost done over there yet?
chris		I can't stop thinking about that pink silky thing you wore on our honeymoon...
taya		It's called a nightgown.
chris		Yeah--
taya		And three days is not a honeymoon.
chris		It was a good three days. I miss you bad.
taya		 You want me to talk dirty to you?
chris		Yeah. But I got my gun in one hand and the phone in the other--
taya		Well, you'll just have to decide what's more important.
chris		You're horny preggers.
taya		Fat and horny. It's kinda disgusting.
chris		You could be 300 pounds I'd still do you.
taya		-So romantic.
chris		How's my boy?
taya		Nobody said it's a boy--
chris		I can't wait to see the way you are with him. You're gonna be incredible.
taya		 How do you know?
chris		I just know. I can see it.
taya		I hope you're right.
taya		 Did your dad get hold of you?
chris		I haven't checked any email.
taya		Shit. You need to call him. Hang up and--
chris		What happened?
taya		I'm so selfish. I wasn't even thinking--
chris		Taya.
taya		Your little brother deployed.
chris		What happened to jump school? I thought--
taya		He didn't get in. Just call your dad--
chris		Deployed where? Where's he going?
taya		Over there. He's headed to Iraq.
chris		These Marines rush in like they been doing, they'll get their asses shot off.
marc lee		They're Marines. They don't get the training we do. Half of them were civilians six months ago.
chris		So let's coach them up. I'll show them how Team Guys do it and lead a unit in the street.
marc lee		Can't do. We need you on overwatch.
chris		But if I was down in the street--
marc lee		House-to-house is the deadliest job here. You got some kind of savior complex?
chris		I just wanna get the bad guys. And I can't shoot them if I can't see `em.
marc lee		You got a hot hand. These Marines all know your name now and they think they're invincible with you up there.
chris		They're not--
marc lee		They are if they believe they are. Just keep banging on the long-gun and let these ground-pounders sniff out Zarqawi.
chris		You said that AQI sniper was in the Olympics-- but Iraq hasn't qualified a shooter in the last three games.
goat		Mustafa's not Iraqi. He's from Syria.
chris		 Once you make entry I can't see shit, so keep it slow and push through the target.
chris		Fuck this-- I'm going down to clear houses with the Marines. You coming?
goat		No man. No. I like my life. I wanna make it home. I go fishing and do all kind of cool shit. It's not my job to knock down doors. Those guys picked the wrong fucking job. I ain't doing that shit.
chris		 If I don't see you down there, you make sure I don't see you again.
chris		 You wanna be a sniper? Swap me guns.
chris		I'll roll with you guys if that's cool?
thompson		You're that guy. They're calling you The Legend. You got like 24 confirmed kills.
thompson		That's badass.
sanchez		There's some boy in Bravo catching up.
chris kyle		 Y'all are meateaters for sure but I got a little training I could show you, some simple shit, that might just keep us above ground. What do you say?
sanchez		 -Whas that mean again?
gillespie		Cover and follow.
chris		Down. Down! On the floor, now!
chris		I will fucking shoot you! Down! Get down--
gillespie		He does look a little retarded.
chris		You were ordered to evacuate. Why are you still here?
sanchez		I found these bitches in the back closet.
sanchez		This sand nig' want us in here so he can blow us up. Check his ass for a vest.
chris		Who will know we've spoken?
chris		Bring the other guys in.
chris		Who is he? I need a name.
terp		He calls him - the pure flame of fire- . Basically, this man comes to their house and prey on the weak with hurt.
chris		So he's some kind of enforcer?
chris		 We want Zarqawi. Where do we find Zarqawi?
chris		How do we find him?
terp		He will ask for money.
chris		We don't even have proof this guy exists.
chris		I'm sorry. I want to help you. I do. But I need names, places, phone numbers--
thompson		 Hey, we got a Marine unit pinned down in a house just uprange--
chris		Give me a name, Sheik. Give me something.
thompson		They're out of ammo. If we don't go now--
agent shead		I guess that translates to "pay me" in just about any language, doesn't it?
chris		Yes sir, it does.
marc lee		And you're the secret squirrel with the cash, right?
agent shead		 When you were having tea with Sheik al- Obedie did he tell you he ran a network of highway bandits before AQI moved in?
chris kyle		He left that part out.
agent shead		That's AQI's racket now. Your Sheik got edged out. This could be blowback.
chris		Or he could be upset The Butcher cut off his wife's hand. Either way, seems like you'd wanna explore it.
agent shead		This is your guy here.  We believe The Butcher is Zarqawi's number two man.
chris		But you don't know his real name or you'd have it written up there.
agent shead		We have several aliases--  If "Fanus" is legit we go see the Sheik.
agent shead		If he delivers the Butcher he'll get it.  This is Agent Shead, DIA, I need a name check on "Amir Khalaf Fanus." I'll wait.
chris		If we're going back out, TEAM 3 could pull security--
agent shead		If we're humping money the head-shed will want contractors on it.  I'm here. What do you got?
contractor		Road-kill.
agent shead		The Butcher is Zarqawi's enforcer. They say his weapon of choice is a drill.
marc lee		I went to seminary school before I joined the Navy. Came close to being a preacher.
chris		Why didn't you?
marc lee		I love to gamble, man. Love those dice.
chris		My kind of preacher.
marc lee		It's like that now, huh?
chris kyle		You haven't heard? I'm The Legend.  Hey babe--
chris kyle		It's a boy!
marc lee		Hell yeah. Congratu--
taya		Chris!--
marc lee		I heard one shot.
chris kyle		Check. Large caliber. Came in at an angle, gotta be 300 or more out--
marc lee		 He's all over us. You get a bead?
chris kyle		Negative--
chris		Minaret, 11 o'clock!
agent shead		 There's no room. We'll come back for you--
chris		You got eyes on that?
marc lee		Negative.
chris		Eyes on The Butcher. He's got that Sheikh's kid in the street--
chris		Fuck!--
marc lee		 --requesting back-up. We're pinned down taking sniper fire on approach of high-
marc lee		We're on the wrong end of this.
chris		I'm gonna pop smoke for cover but don't move till I say.
chris		Hold.
marc lee		We gotta go--
chris		Holding! Hold...
chris		Move now. Go--
marc lee		How you know he'd wait--
chris		Cause I'd wait.  In the smoky haze, A SAT PHONE in the dirt--
taya		 Chris--
chris		Go around. I'll go high.
the butcher		 You talk to them, you die with them.
chris kyle		He had line-of-sight 500 meters out.
biggles		Colonel Gronski is all over Marc, bro.
chris		We need to work up a squad to pursue him.
marc lee		They're shutting us down.
chris		What do you mean?
marc lee		We're confined to base pending an incident review.
chris		Can he do that? Just shelf us like that? I ship home in three weeks.
biggles		It's gonna be a long three weeks.
taya		I thought you were dead. I thought--
chris		Shh. I'm know. I'm so sorry.
chris		You're the most beautiful thing I've ever seen.
taya		I have an alien growing inside me--
taya		And there's a strange man in my bedroom.
chris		Our bedroom.
taya		 Why isn't it on your finger?
chris		If it catches the light...
taya		Your hands feel different.
chris		They're mine. I swear...
taya		Why am I so fucking nervous?
chris		 I'm nervous too.
taya		No you're not. Don't lie.
chris		I am... What if that little alien reaches out and grabs me?
taya		Why are you so good with me.  Her face opens in ecstasy.
chris		 Huh?--
taya		What do you want to do today, hon'?
chris		Maybe we just relax here?
taya		Okay, we do that. Let's relax.
doctor hoffstader		How you feeling?
taya		I'm done being pregnant. I want to meet him.
doctor hoffstader		It'll be any day now.
doctor hoffstader		How about you Mr. Kyle? How're you feeling?
chris kyle		Good. Doing good.
doctor hoffstader		I imagine you're still decompressing.
chris		Not really.
taya		Well, this is the first time we left the house.
chris		I'm just happy to be home.
doctor hoffstader		Here, slip this on for me.
chris		If you wanna help, you should be looking at my knees. I don't know what I did but--
doctor hoffstader		Are you a smoker?
chris		No, ma'am.
doctor hoffstader		Do you drink?
chris		 Only when I'm thirsty.
taya		 Jesus Christ Chris...
chris		Is that high?
doctor hoffstader		Not if you just had 14 cups of coffee. But for someone who is sitting down--
chris		I'll look into it. Thanks doc.
chris		You sabotaged me back there.
taya		What am I supposed to do. You're not talking. You act like it's all okay--
chris		It is okay. I'm fine.
taya		You're not fine. Your blood pressure--
